estacion,tmedia,fecha_obs
AGSAG,15.5,2018-01-01
ANVAG,15.8,2018-01-01
CDRAG,17.25,2018-01-01
CSOAG,10.75,2018-01-01
JCQAG,16,2018-01-01
NGRAG,14.5,2018-01-01
OBSAG,16.3,2018-01-01
PBLAG,15,2018-01-01
PECAG,17.5,2018-01-01
PTOAG,15,2018-01-01
PTRAG,15,2018-01-01
ALRBN,15,2018-01-01
CRRBN,17,2018-01-01
EFLBN,15.5,2018-01-01
ELZBN,15.5,2018-01-01
ENLBN,15.3,2018-01-01
MXCBN,15.7,2018-01-01
PDMBN,13.5,2018-01-01
SFLBN,17,2018-01-01
CCNBS,21.1,2018-01-01
CSLBS,25.5,2018-01-01
DORBS,18.2,2018-01-01
GNGBS,16.5,2018-01-01
LPZBS,24.4,2018-01-01
LRTBS,22.4,2018-01-01
MLGBS,20,2018-01-01
PLNBS,25,2018-01-01
SANBS,25,2018-01-01
SARBS,23.5,2018-01-01
SBABS,23,2018-01-01
SJCBS,23.5,2018-01-01
SNTBS,21.5,2018-01-01
SRLBS,22,2018-01-01
TSNBS,23,2018-01-01
CANCA,23,2018-01-01
CARCA,26.5,2018-01-01
CHMCA,25,2018-01-01
CMPCA,26,2018-01-01
CNDCA,24,2018-01-01
COBCA,25.95,2018-01-01
ESCCA,25.5,2018-01-01
HECCA,25.5,2018-01-01
HPOCA,23,2018-01-01
PLZCA,25,2018-01-01
AGZCH,10,2018-01-01
BSSCH,9.3,2018-01-01
BTVCH,11.5,2018-01-01
CAGCH,14,2018-01-01
CDLCH,9.5,2018-01-01
CNDCH,19.25,2018-01-01
FIMCH,10,2018-01-01
GPCCH,11.2,2018-01-01
GYCCH,8.5,2018-01-01
IGNCH,20.5,2018-01-01
JMNCH,16.7,2018-01-01
LBQCH,11.5,2018-01-01
LJSCH,12.5,2018-01-01
NRGCH,10,2018-01-01
OJNCH,12.5,2018-01-01
PRRCH,14.85,2018-01-01
QIJCH,14.7,2018-01-01
TMCCH,9.5,2018-01-01
URECH,24,2018-01-01
ADLCL,4,2018-01-01
AMSCL,1,2018-01-01
ARACL,11.5,2018-01-01
CBRCL,4,2018-01-01
CCGCL,8,2018-01-01
CDACL,4.5,2018-01-01
CDLCL,6,2018-01-01
CNTCL,4,2018-01-01
CYTCL,17,2018-01-01
ESLCL,13,2018-01-01
FIMCL,17,2018-01-01
MCVCL,5.5,2018-01-01
PRSCL,3.5,2018-01-01
SAACL,14,2018-01-01
SALCL,14.2,2018-01-01
SBNCL,5.25,2018-01-01
SMGCL,3.5,2018-01-01
SPECL,17.5,2018-01-01
STOCL,12.5,2018-01-01
TORCL,17.35,2018-01-01
VCRCL,7.25,2018-01-01
ZPTCL,4,2018-01-01
BVSCM,26,2018-01-01
CDOCM,26.5,2018-01-01
CLLCM,27.5,2018-01-01
CQMCM,25.7,2018-01-01
CUACM,24,2018-01-01
DJLCM,26,2018-01-01
LAECM,26,2018-01-01
LDACM,26.2,2018-01-01
LPSCM,25.8,2018-01-01
MNZCM,26.3,2018-01-01
PNTCM,27.2,2018-01-01
RDRCM,23.2,2018-01-01
TCMCM,27.7,2018-01-01
TRJCM,24,2018-01-01
ACACP,24.75,2018-01-01
ANGCP,24,2018-01-01
AROCP,31.55,2018-01-01
BOQCP,25,2018-01-01
CHICP,23.5,2018-01-01
COOCP,19.4,2018-01-01
GRICP,24.25,2018-01-01
MALCP,25,2018-01-01
PCOCP,22.5,2018-01-01
PENCP,25.25,2018-01-01
REFCP,22.25,2018-01-01
REVCP,21.5,2018-01-01
SAACP,23.75,2018-01-01
SAYCP,24.25,2018-01-01
SDOCP,22.5,2018-01-01
SMICP,23,2018-01-01
SNACP,24.5,2018-01-01
TAPCP,29.2,2018-01-01
TXOCP,26.5,2018-01-01
YAMCP,22.75,2018-01-01
CEADF,15,2018-01-01
GCNDF,12,2018-01-01
SJADF,14.2,2018-01-01
CAGDR,12.5,2018-01-01
CBRDR,10.7,2018-01-01
CEBDR,15,2018-01-01
CGVDR,14,2018-01-01
CLRDR,15.5,2018-01-01
CNTDR,14.5,2018-01-01
DRGDR,13.8,2018-01-01
FVLDR,14.5,2018-01-01
FZRDR,18,2018-01-01
GESDR,13.5,2018-01-01
PAGDR,14.5,2018-01-01
ROSDR,5.25,2018-01-01
SACDR,12.5,2018-01-01
SBYDR,15.5,2018-01-01
SELDR,12.5,2018-01-01
SLCDR,16,2018-01-01
SPPDR,14,2018-01-01
TDRDR,23,2018-01-01
TMZDR,23.25,2018-01-01
VHGDR,14,2018-01-01
ABSGJ,17.7,2018-01-01
ACNGJ,15,2018-01-01
AMCGJ,15,2018-01-01
ANSGJ,16,2018-01-01
APSGJ,15.5,2018-01-01
ATBGJ,15.5,2018-01-01
BRRGJ,16,2018-01-01
CLYGJ,17,2018-01-01
COMGJ,16,2018-01-01
CRMGJ,19.5,2018-01-01
DHGGJ,17.5,2018-01-01
ECBGJ,14.5,2018-01-01
ECHGJ,17.7,2018-01-01
ECNGJ,16,2018-01-01
GTOGJ,16.8,2018-01-01
IALGJ,14.5,2018-01-01
IRPGJ,16.5,2018-01-01
JCRGJ,14.5,2018-01-01
LENGJ,18,2018-01-01
LJIGJ,17,2018-01-01
LQMGJ,11.5,2018-01-01
OCMGJ,15.5,2018-01-01
PERGJ,14,2018-01-01
PNLGJ,14,2018-01-01
POZGJ,12.2,2018-01-01
PRSGJ,13.5,2018-01-01
SFEGJ,11.5,2018-01-01
SJLGJ,16.2,2018-01-01
SLMGJ,16.5,2018-01-01
SLSGJ,16.5,2018-01-01
SLVGJ,14.5,2018-01-01
SRTGJ,15.2,2018-01-01
TEMGJ,17.7,2018-01-01
XICGJ,16.5,2018-01-01
AERGR,20.95,2018-01-01
AHUGR,19.5,2018-01-01
BVSGR,21,2018-01-01
CALGR,26.75,2018-01-01
CCHGR,20.5,2018-01-01
CHIGR,21.25,2018-01-01
CNLGR,27.65,2018-01-01
IGLGR,22,2018-01-01
IXTGR,23,2018-01-01
LDCGR,26,2018-01-01
LDGGR,22.5,2018-01-01
ODZGR,20,2018-01-01
OLNGR,21,2018-01-01
OMEGR,21,2018-01-01
PETGR,19.5,2018-01-01
QTZGR,25,2018-01-01
SJEGR,26,2018-01-01
TLAGR,12.5,2018-01-01
TLPGR,21,2018-01-01
XXHGR,21,2018-01-01
ZHTGR,28,2018-01-01
ACTHD,14,2018-01-01
ENDHD,15,2018-01-01
HCPHD,12.5,2018-01-01
HJTHD,26,2018-01-01
IXMHD,16.5,2018-01-01
LMTHD,19,2018-01-01
MXQHD,14,2018-01-01
PCOHD,12.9,2018-01-01
PERHD,10.5,2018-01-01
PRGHD,15.5,2018-01-01
PRQHD,14.7,2018-01-01
PVAHD,15,2018-01-01
TLGHD,14.5,2018-01-01
TXMHD,13,2018-01-01
ZMPHD,16,2018-01-01
ZXTHD,15.3,2018-01-01
AJJJL,14,2018-01-01
BBAJL,21.5,2018-01-01
BCSJL,17.2,2018-01-01
CGZJL,17.6,2018-01-01
CIHJL,26.7,2018-01-01
CPEJL,26,2018-01-01
CUNJL,17.2,2018-01-01
EXPJL,18.2,2018-01-01
GUAJL,18.5,2018-01-01
GUCJL,17.1,2018-01-01
JMYJL,14.7,2018-01-01
LDCJL,17.7,2018-01-01
SAUJL,14.7,2018-01-01
SGRJL,15,2018-01-01
TCAJL,17,2018-01-01
TENJL,16,2018-01-01
TLAJL,20.5,2018-01-01
TMLJL,17.5,2018-01-01
VEGJL,16.5,2018-01-01
AGOMC,10.5,2018-01-01
AMEMC,17.3,2018-01-01
APTMC,25,2018-01-01
CHIMC,13,2018-01-01
CHLMC,27.5,2018-01-01
COIMC,15,2018-01-01
CORMC,16.5,2018-01-01
DGNMC,20.2,2018-01-01
EGIMC,15.2,2018-01-01
LDFMC,15,2018-01-01
LPAMC,17.7,2018-01-01
MCEMC,16,2018-01-01
MLPMC,13,2018-01-01
PORMC,14.5,2018-01-01
PUCMC,10.75,2018-01-01
SJUMC,16,2018-01-01
SSIMC,21,2018-01-01
TEPMC,12.5,2018-01-01
TMUMC,11.5,2018-01-01
VJIMC,12.25,2018-01-01
ACHMR,17,2018-01-01
AMCMR,21.5,2018-01-01
HUAMR,21.5,2018-01-01
HUEMR,13,2018-01-01
JOJMR,22.5,2018-01-01
MYOMR,21,2018-01-01
PIXMR,21.5,2018-01-01
SLDMR,17.5,2018-01-01
TEMMR,23.5,2018-01-01
TICMR,19,2018-01-01
TLOMR,16.2,2018-01-01
YAHMR,19.5,2018-01-01
ARBMX,13.75,2018-01-01
CHPMX,13.5,2018-01-01
CLYMX,13,2018-01-01
CNPMX,10,2018-01-01
EMOMX,11,2018-01-01
GRDMX,17,2018-01-01
K27MX,10,2018-01-01
PCGMX,10.5,2018-01-01
SADMX,13.2,2018-01-01
SLAMX,11.5,2018-01-01
SNLMX,7.5,2018-01-01
TTLMX,13,2018-01-01
TTQMX,11,2018-01-01
ANHNL,6.5,2018-01-01
ARRNL,16,2018-01-01
CANNL,9.5,2018-01-01
CARNL,9,2018-01-01
CDFNL,9,2018-01-01
CPRNL,8.5,2018-01-01
CRUNL,9,2018-01-01
CRVNL,7,2018-01-01
DARNL,17.5,2018-01-01
GALNL,8.5,2018-01-01
HGRNL,9,2018-01-01
LBCNL,9.5,2018-01-01
MTMNL,9.25,2018-01-01
MTRNL,10.5,2018-01-01
OBSNL,9.9,2018-01-01
ZRGNL,16,2018-01-01
GAVNR,24.7,2018-01-01
RUINR,25,2018-01-01
TEPNR,21.5,2018-01-01
BAEOX,17,2018-01-01
BOQOX,24,2018-01-01
CDOOX,27,2018-01-01
CHIOX,27.5,2018-01-01
HLOOX,16.9,2018-01-01
IXTOX,26.2,2018-01-01
JACOX,24.7,2018-01-01
OAOOX,18.8,2018-01-01
PAPOX,25.2,2018-01-01
PTAOX,26.6,2018-01-01
SCIOX,16.5,2018-01-01
SCROX,29,2018-01-01
SNAOX,10,2018-01-01
ZACOX,17.7,2018-01-01
ACHPB,10.2,2018-01-01
ACJPB,13.5,2018-01-01
ADOPB,19.5,2018-01-01
AFRPB,14.5,2018-01-01
AHAPB,15.5,2018-01-01
AHUPB,10,2018-01-01
APAPB,22.5,2018-01-01
BDDPB,14,2018-01-01
CDSPB,11,2018-01-01
CEMPB,14,2018-01-01
CHIPB,20.5,2018-01-01
CHLPB,15.7,2018-01-01
CHSPB,20,2018-01-01
CNAPB,16.5,2018-01-01
CNGPB,9.5,2018-01-01
COAPB,20.5,2018-01-01
CPLPB,13,2018-01-01
CTZPB,17.5,2018-01-01
ECHPB,15,2018-01-01
HJTPB,15.5,2018-01-01
HQCPB,18,2018-01-01
HUAPB,15,2018-01-01
IZMPB,20.5,2018-01-01
LIBPB,12.5,2018-01-01
MAYPB,15,2018-01-01
OYAPB,4,2018-01-01
PCRPB,12,2018-01-01
PIXPB,20.5,2018-01-01
PUOPB,14.1,2018-01-01
QUIPB,14,2018-01-01
RNAPB,19.5,2018-01-01
SCRPB,13.5,2018-01-01
SMCPB,12.5,2018-01-01
SRTPB,12,2018-01-01
TDRPB,15.5,2018-01-01
TECPB,13.5,2018-01-01
TEHPB,15.5,2018-01-01
TELPB,21,2018-01-01
TEOPB,13.5,2018-01-01
TEZPB,15.5,2018-01-01
TLPPB,21.5,2018-01-01
TLXPB,15,2018-01-01
TPYPB,12.5,2018-01-01
UDSPB,14.5,2018-01-01
VENPB,16,2018-01-01
XDJPB,15.7,2018-01-01
ZCPPB,13.5,2018-01-01
ZOQPB,17,2018-01-01
ZRGPB,13,2018-01-01
CHOQR,24.75,2018-01-01
COZQR,28.5,2018-01-01
ACTSI,23.75,2018-01-01
ARCSI,22,2018-01-01
AWSSI,12,2018-01-01
BDRSI,22,2018-01-01
CHXSI,23.45,2018-01-01
CLCSI,22.75,2018-01-01
CRRSI,20,2018-01-01
EFTSI,22,2018-01-01
GD2SI,23,2018-01-01
GMCSI,23.25,2018-01-01
GSVSI,22.25,2018-01-01
GTNSI,22.75,2018-01-01
HDZSI,24,2018-01-01
IXPSI,23.5,2018-01-01
JLPSI,22.5,2018-01-01
JNASI,21.5,2018-01-01
JORSI,23.25,2018-01-01
LCRSI,24.5,2018-01-01
MCHSI,21,2018-01-01
MZTSI,22.15,2018-01-01
OBSSI,21.45,2018-01-01
PMHSI,21.75,2018-01-01
RAVSI,21.5,2018-01-01
RSRSI,23.75,2018-01-01
SCRSI,23,2018-01-01
SFRSI,24,2018-01-01
SJNSI,22.5,2018-01-01
SLRSI,23.25,2018-01-01
SLTSI,25,2018-01-01
SQRSI,23.5,2018-01-01
TORSI,22.5,2018-01-01
VINSI,21.75,2018-01-01
ZOPSI,23,2018-01-01
AJTSL,21.6,2018-01-01
BLMSL,22,2018-01-01
GANSL,22.25,2018-01-01
MICSL,21.5,2018-01-01
MTPSL,21.2,2018-01-01
NRJSL,20.2,2018-01-01
PMYSL,20.5,2018-01-01
PUJSL,22.4,2018-01-01
RQTSL,22.7,2018-01-01
RVDSL,21.4,2018-01-01
SLPSL,15,2018-01-01
SVTSL,21.9,2018-01-01
TBLSL,21.7,2018-01-01
TMISL,22.4,2018-01-01
TMTSL,21.9,2018-01-01
ACNSO,16,2018-01-01
AOBSO,19.5,2018-01-01
ARISO,11,2018-01-01
ARZSO,13,2018-01-01
CCRSO,19.75,2018-01-01
CJNSO,17,2018-01-01
CNNSO,15.5,2018-01-01
COBSO,21.5,2018-01-01
ECBSO,20.25,2018-01-01
EPLSO,18.85,2018-01-01
HM2SO,20.15,2018-01-01
HMNSO,22.25,2018-01-01
HSHSO,12,2018-01-01
IRASO,19.25,2018-01-01
LCDSO,18.45,2018-01-01
MZTSO,20,2018-01-01
NCZSO,17.95,2018-01-01
NGLSO,15.95,2018-01-01
NYNSO,17,2018-01-01
ORGSO,21.25,2018-01-01
PDNSO,18.1,2018-01-01
PECSO,22.7,2018-01-01
PMOSO,19.75,2018-01-01
PTASO,18,2018-01-01
QRBSO,18,2018-01-01
SJPSO,19.5,2018-01-01
SLCSO,15.5,2018-01-01
SRSSO,16,2018-01-01
TPCSO,18.5,2018-01-01
TSOSO,20.25,2018-01-01
YCRSO,12.2,2018-01-01
BDCTB,25.75,2018-01-01
CARTB,24,2018-01-01
EMUTB,24.25,2018-01-01
EPOTB,24.5,2018-01-01
GABTB,24.25,2018-01-01
GONTB,25,2018-01-01
MACTB,25,2018-01-01
OXOTB,25,2018-01-01
PNVTB,24.5,2018-01-01
PUYTB,25.5,2018-01-01
SAMTB,23.75,2018-01-01
SJOTB,25.5,2018-01-01
SPTTB,26,2018-01-01
TAPTB,26.25,2018-01-01
TEATB,26,2018-01-01
ABSTP,18.4,2018-01-01
AHLTP,17.9,2018-01-01
BR1TP,15.95,2018-01-01
BRRTP,15.55,2018-01-01
CDOTP,6,2018-01-01
CONTP,9.5,2018-01-01
CORTP,17.2,2018-01-01
CVCTP,15.2,2018-01-01
CVTTP,17.5,2018-01-01
ENNTP,18.8,2018-01-01
ERCTP,20.9,2018-01-01
FDOTP,12.05,2018-01-01
LSRTP,21.9,2018-01-01
MAGTP,10.75,2018-01-01
MATTP,10.5,2018-01-01
MDRTP,21,2018-01-01
MGSTP,20.7,2018-01-01
MHGTP,13.7,2018-01-01
MRGTP,5.5,2018-01-01
PADTP,17.5,2018-01-01
PANTP,9.5,2018-01-01
PDMTP,19.45,2018-01-01
PILTP,17.75,2018-01-01
PJMTP,12.7,2018-01-01
PVLTP,12.1,2018-01-01
RFRTP,22.1,2018-01-01
RSPTP,19.1,2018-01-01
RYATP,5,2018-01-01
RYNTP,5,2018-01-01
SBNTP,21.9,2018-01-01
SDATP,20.45,2018-01-01
SGBTP,19.8,2018-01-01
SLMTP,19.5,2018-01-01
SLZTP,19.7,2018-01-01
STETP,15.05,2018-01-01
TMSTP,21.4,2018-01-01
VCATP,9,2018-01-01
VGRTP,18.15,2018-01-01
VHMTP,9.5,2018-01-01
VSMTP,15.5,2018-01-01
ACAVC,16.5,2018-01-01
ALAVC,20.7,2018-01-01
ALTVC,11,2018-01-01
ARCVC,23.5,2018-01-01
BANVC,14.2,2018-01-01
BRIVC,14,2018-01-01
CHYVC,21,2018-01-01
COPVC,23.5,2018-01-01
CRDVC,23.5,2018-01-01
CTTVC,23.7,2018-01-01
ETEVC,23,2018-01-01
GARVC,24.5,2018-01-01
HGOVC,22.05,2018-01-01
HLSVC,23.2,2018-01-01
HTSVC,14.5,2018-01-01
IDOVC,23,2018-01-01
JCRVC,24.5,2018-01-01
JOYVC,10.7,2018-01-01
LOFVC,22.5,2018-01-01
LPEVC,23.5,2018-01-01
LVRVC,12.7,2018-01-01
MDTVC,26.5,2018-01-01
MFAVC,23,2018-01-01
MNZVC,20.25,2018-01-01
NAOVC,23,2018-01-01
OLVVC,21.9,2018-01-01
ORZVC,19.1,2018-01-01
PNCVC,22.9,2018-01-01
PRCVC,21,2018-01-01
PSNVC,23.1,2018-01-01
RALVC,25.7,2018-01-01
RAUVC,20,2018-01-01
SBTVC,20,2018-01-01
TAPVC,17,2018-01-01
TBLVC,24.5,2018-01-01
TMPVC,23.5,2018-01-01
TXPVC,21.6,2018-01-01
VERVC,24.7,2018-01-01
XCFVC,16.5,2018-01-01
XOBVC,17,2018-01-01
ABAYC,21.5,2018-01-01
CYOYC,24.75,2018-01-01
EZAYC,26,2018-01-01
FAEYC,26.5,2018-01-01
GARYC,25.25,2018-01-01
MEOYC,27.2,2018-01-01
MOCYC,25.5,2018-01-01
MTOYC,23.5,2018-01-01
OXKYC,22.5,2018-01-01
PETYC,24,2018-01-01
PROYC,26.4,2018-01-01
RLAYC,24.5,2018-01-01
TICYC,21.75,2018-01-01
TIZYC,24,2018-01-01
VALYC,25.5,2018-01-01
ACHZC,14.5,2018-01-01
ATGZC,11.5,2018-01-01
BTEZC,14,2018-01-01
CHIZC,18.25,2018-01-01
ELCZC,15,2018-01-01
ELSZC,14.5,2018-01-01
EXCZC,14.5,2018-01-01
GPEZC,14,2018-01-01
GRCZC,13,2018-01-01
LBUZC,11,2018-01-01
LFLZC,14,2018-01-01
LLBZC,13.75,2018-01-01
LOBZC,13.25,2018-01-01
LORZC,14.75,2018-01-01
LREZC,12.75,2018-01-01
MORZC,18.5,2018-01-01
NCTZC,16.25,2018-01-01
PALZC,9,2018-01-01
PINZC,12.5,2018-01-01
RGRZC,13.75,2018-01-01
SOMZC,13.6,2018-01-01
STEZC,14.5,2018-01-01
STRZC,11.5,2018-01-01
TAYZC,15.5,2018-01-01
TCHZC,13.5,2018-01-01
TGOZC,15,2018-01-01
TLLZC,15.25,2018-01-01
ZACZC,13.5,2018-01-01
ENBBN,16,2018-01-01
CB2DR,10.75,2018-01-01
FV2DR,14.5,2018-01-01
LANMC,17.95,2018-01-01
PA2DR,14.5,2018-01-01
THODR,16.5,2018-01-01
TXZCP,23.5,2018-01-01
SB2DR,15.5,2018-01-01
GB2SI,21.5,2018-01-01
LD2SI,22.75,2018-01-01
SN2SI,20.75,2018-01-01
AL2SI,22.5,2018-01-01
AGSAG,16,2018-01-02
ANVAG,14.25,2018-01-02
CDRAG,17,2018-01-02
CNSAG,13,2018-01-02
CSOAG,9.5,2018-01-02
JCQAG,15,2018-01-02
NGRAG,14.75,2018-01-02
OBSAG,14.6,2018-01-02
PBLAG,14.25,2018-01-02
PECAG,16,2018-01-02
PTOAG,15.5,2018-01-02
PTRAG,13.5,2018-01-02
ALRBN,15,2018-01-02
CRRBN,17,2018-01-02
EFLBN,16,2018-01-02
ELZBN,15.1,2018-01-02
ENLBN,16.7,2018-01-02
MXCBN,15,2018-01-02
PDMBN,14.5,2018-01-02
CCNBS,20.4,2018-01-02
CSLBS,24.5,2018-01-02
DORBS,17.5,2018-01-02
GNGBS,17,2018-01-02
LPZBS,21.9,2018-01-02
LRTBS,21.5,2018-01-02
MLGBS,18.5,2018-01-02
PLNBS,21.5,2018-01-02
RBRBS,21,2018-01-02
SANBS,21.5,2018-01-02
SARBS,21.5,2018-01-02
SBABS,20.5,2018-01-02
SJCBS,22.5,2018-01-02
SRLBS,20.7,2018-01-02
TSNBS,22.7,2018-01-02
CANCA,21.5,2018-01-02
CARCA,24,2018-01-02
CHMCA,24,2018-01-02
CMPCA,23,2018-01-02
CNDCA,24,2018-01-02
COBCA,24.75,2018-01-02
ESCCA,25,2018-01-02
HECCA,25,2018-01-02
HPOCA,22.5,2018-01-02
PLZCA,25,2018-01-02
SBNCA,25.5,2018-01-02
XCPCA,23,2018-01-02
AGZCH,10.5,2018-01-02
BSSCH,10.15,2018-01-02
BTVCH,12,2018-01-02
CAGCH,10.7,2018-01-02
CCOCH,15.5,2018-01-02
CDLCH,10,2018-01-02
CNDCH,18.5,2018-01-02
FIMCH,10,2018-01-02
GPCCH,12.75,2018-01-02
GYCCH,9,2018-01-02
IGNCH,19.5,2018-01-02
JMNCH,11.6,2018-01-02
LBQCH,13,2018-01-02
LJSCH,9.5,2018-01-02
LLNCH,14.5,2018-01-02
OJNCH,9,2018-01-02
PRRCH,13.7,2018-01-02
QIJCH,10.25,2018-01-02
TMCCH,10.3,2018-01-02
TNTCH,13,2018-01-02
URECH,24,2018-01-02
VICCH,13,2018-01-02
VZRCH,12.75,2018-01-02
ADLCL,-0.5,2018-01-02
AMSCL,-0.5,2018-01-02
ARACL,0,2018-01-02
CBRCL,2.5,2018-01-02
CCGCL,-0.5,2018-01-02
CDACL,-1,2018-01-02
CDLCL,0.5,2018-01-02
CNTCL,0,2018-01-02
CYTCL,13.5,2018-01-02
ESLCL,0.75,2018-01-02
FIMCL,11,2018-01-02
MCVCL,-1.35,2018-01-02
PNGCL,-0.8,2018-01-02
PRSCL,2.5,2018-01-02
SAACL,14,2018-01-02
SALCL,10.2,2018-01-02
SBNCL,-1,2018-01-02
SMGCL,-1,2018-01-02
SMJCL,8,2018-01-02
SPECL,6.5,2018-01-02
STOCL,2.5,2018-01-02
TORCL,12,2018-01-02
VCRCL,1,2018-01-02
ZPTCL,4,2018-01-02
BVSCM,24.5,2018-01-02
CDOCM,25.5,2018-01-02
CLLCM,26.5,2018-01-02
CQMCM,27.2,2018-01-02
CUACM,25,2018-01-02
DJLCM,24.5,2018-01-02
LAECM,25,2018-01-02
LDACM,24.2,2018-01-02
LPSCM,26.3,2018-01-02
MNZCM,27,2018-01-02
PNTCM,27.5,2018-01-02
RDRCM,26,2018-01-02
TCMCM,28,2018-01-02
TRJCM,23,2018-01-02
ACACP,23.5,2018-01-02
ANGCP,23.5,2018-01-02
AROCP,29,2018-01-02
BOQCP,25,2018-01-02
CASCP,22.75,2018-01-02
CHICP,24.25,2018-01-02
COOCP,18.2,2018-01-02
ELNCP,27,2018-01-02
GRICP,25.25,2018-01-02
LACCP,23.25,2018-01-02
LFLCP,19.5,2018-01-02
MALCP,23.75,2018-01-02
PCOCP,22.75,2018-01-02
PENCP,22.75,2018-01-02
REFCP,22.25,2018-01-02
REVCP,22,2018-01-02
SAACP,28.2,2018-01-02
SAYCP,23.75,2018-01-02
SCRCP,16.25,2018-01-02
SDOCP,24.25,2018-01-02
SMICP,24.5,2018-01-02
SNACP,23.25,2018-01-02
TAPCP,29.05,2018-01-02
TPICP,33.25,2018-01-02
TXOCP,22.95,2018-01-02
YAMCP,21.75,2018-01-02
CEADF,15,2018-01-02
DATDF,17,2018-01-02
GCNDF,11.2,2018-01-02
SJADF,13,2018-01-02
CAGDR,13.5,2018-01-02
CBRDR,9.7,2018-01-02
CEBDR,15,2018-01-02
CGVDR,14,2018-01-02
CLRDR,10,2018-01-02
CNTDR,12.5,2018-01-02
DRGDR,13.7,2018-01-02
FVLDR,15,2018-01-02
FZRDR,17.7,2018-01-02
GESDR,11.5,2018-01-02
GNCDR,8.5,2018-01-02
LCRDR,15.5,2018-01-02
LFLDR,15,2018-01-02
NZSDR,15,2018-01-02
PAGDR,13.5,2018-01-02
RDODR,14.5,2018-01-02
ROSDR,5.2,2018-01-02
SACDR,13,2018-01-02
SBEDR,13,2018-01-02
SBYDR,14.5,2018-01-02
SELDR,14.5,2018-01-02
SPPDR,15,2018-01-02
TDRDR,25.2,2018-01-02
TMZDR,25,2018-01-02
VHGDR,9.7,2018-01-02
ABSGJ,17,2018-01-02
ACNGJ,15.5,2018-01-02
AMCGJ,15.7,2018-01-02
ANSGJ,14.5,2018-01-02
APSGJ,13.5,2018-01-02
ATBGJ,15,2018-01-02
BRRGJ,15,2018-01-02
COMGJ,15,2018-01-02
CORGJ,9.2,2018-01-02
CRMGJ,18,2018-01-02
CRTGJ,16.5,2018-01-02
CSRGJ,13,2018-01-02
CSTGJ,13.5,2018-01-02
DHGGJ,16.2,2018-01-02
ECBGJ,13.5,2018-01-02
ECHGJ,16.7,2018-01-02
ECNGJ,14.5,2018-01-02
EPLGJ,15,2018-01-02
GTOGJ,14.6,2018-01-02
IALGJ,12.5,2018-01-02
IRPGJ,15.2,2018-01-02
JCRGJ,13.7,2018-01-02
LADGJ,12.5,2018-01-02
LDYGJ,15.7,2018-01-02
LENGJ,17,2018-01-02
LGVGJ,13,2018-01-02
LJIGJ,16.5,2018-01-02
LQMGJ,10,2018-01-02
OCMGJ,13,2018-01-02
PERGJ,15,2018-01-02
POZGJ,9.5,2018-01-02
PRSGJ,14.5,2018-01-02
SFEGJ,11,2018-01-02
SLMGJ,14.7,2018-01-02
SLPGJ,12.5,2018-01-02
SLSGJ,15.5,2018-01-02
SLVGJ,15.2,2018-01-02
SRTGJ,15,2018-01-02
TEMGJ,17.2,2018-01-02
TGRGJ,13.5,2018-01-02
VDSGJ,14,2018-01-02
XICGJ,13.2,2018-01-02
ACAGR,23.5,2018-01-02
AHUGR,20,2018-01-02
AJCGR,20.5,2018-01-02
AYUGR,26.25,2018-01-02
BVSGR,20.5,2018-01-02
CALGR,27,2018-01-02
CHIGR,21.5,2018-01-02
IGLGR,22.75,2018-01-02
IXTGR,22.5,2018-01-02
LDGGR,22.5,2018-01-02
ODAGR,26.95,2018-01-02
ODZGR,22.5,2018-01-02
OLNGR,21,2018-01-02
OMEGR,21,2018-01-02
PETGR,21,2018-01-02
QTZGR,25.5,2018-01-02
SJEGR,26,2018-01-02
TAXGR,15.5,2018-01-02
TCOGR,24.5,2018-01-02
TLAGR,13.5,2018-01-02
TLPGR,21,2018-01-02
TXTGR,19.5,2018-01-02
XXHGR,20,2018-01-02
ZHTGR,27.5,2018-01-02
ACTHD,11.5,2018-01-02
ATCHD,13.2,2018-01-02
ENDHD,15.5,2018-01-02
HCPHD,12,2018-01-02
HJTHD,13.5,2018-01-02
IXMHD,14.2,2018-01-02
LMTHD,12.5,2018-01-02
MXQHD,9.5,2018-01-02
ORZHD,12.7,2018-01-02
PCOHD,9,2018-01-02
PERHD,8.5,2018-01-02
PRGHD,16,2018-01-02
PRQHD,11.2,2018-01-02
PVAHD,15,2018-01-02
TLGHD,10.1,2018-01-02
TXMHD,11.5,2018-01-02
ZMPHD,13.7,2018-01-02
ZXTHD,7.5,2018-01-02
AJJJL,13.7,2018-01-02
BBAJL,22,2018-01-02
BCSJL,15.7,2018-01-02
CGZJL,17.8,2018-01-02
CIHJL,27,2018-01-02
CPEJL,25.5,2018-01-02
CRTJL,14,2018-01-02
CULJL,22,2018-01-02
CUNJL,17.5,2018-01-02
CXTJL,21.2,2018-01-02
EXPJL,18.5,2018-01-02
GUAJL,18.7,2018-01-02
GUCJL,16.9,2018-01-02
HRTJL,15.7,2018-01-02
HUAJL,17.2,2018-01-02
JMYJL,15.2,2018-01-02
LDCJL,18,2018-01-02
LDMJL,15,2018-01-02
PITJL,18.7,2018-01-02
POLJL,17.2,2018-01-02
SAUJL,12.7,2018-01-02
SGRJL,13.2,2018-01-02
TCAJL,17.7,2018-01-02
TENJL,16.5,2018-01-02
TLAJL,20.2,2018-01-02
